0,3171.64,1228.88,525.042,985.049,1166.63,1002.85,1231.44,1249.55,1965.1,1071.87,2029.93,2848.65,2768.15,2898.05,2125.41,1633.64,671.892,854.494,688.779,1034.13,1193.29,1255.94,871.652,1278.04,585.635,3357.93,1669.95,1219.4,1183.33,897.826,1301.76,1286.45,703.687,792.148,789.92,2045.51,1271.15,1244.98,1037.61,768.39,1377.89,687.097,713.386,1024.63,1448.02,889.037,2716.57,180.92,691.673,2546.74,1214.39,1621.59,1050.55,979.63,1696.09,671.994,1226.67,1220.44,1116.23,556.723,898.585,1225.59,1247.32,1040.5,1515.34,1742.12,1165.54,935.384,1112.55,1687.03,1051.44,1387.9,691.555,1214.81,1149.97,500.157,503.54,1088.96,858.872,1588.61,1515.33,876.026,951.227,737.861,523.067,717.247,630.217,484.916,1184.53,2686.1,676.527,532.857,1057.6
719.601013,3571.34,1205.29,579.945,861.35,1151.98,1177.69,1024.33,1244.42,1962.04,1074.52,1808.21,2946.91,2410.14,2911.77,2104.87,1657.14,694.623,734.122,599.215,893.244,1232.4,1292.7,724.509,1269.37,574.634,3695.72,1656.02,1185.31,1017.65,929.204,1294.71,1286.62,772.81,862.173,775.199,2142.31,1415.25,1322.12,1024.47,729.634,1484.49,745.748,834.386,1135.02,1428.9,1007.57,2812.94,202.272,648.932,2598.53,1354.51,1066.12,1128.41,980.907,1600.52,649.957,1208.26,1351.24,1148.3,577.494,866.796,1293.27,1573.13,1023.53,1484.91,1756.12,1146.46,843.485,1112.75,1927.76,1144.28,1271.02,394.605,1089.74,1125.49,518.083,681.504,1167.5,845.207,1506.19,1410.47,661.898,1076.09,769.818,521.233,692.489,645.737,478.094,1334.97,2499.43,770.59,555.703,1014.01
1439.607056,3396.43,1223.48,492.884,905.531,1135.21,1127.94,1251.66,1258.67,1552.39,1120.86,1974.38,2654.27,2453.31,2762.89,2126.55,1706.36,708.921,756.195,623.415,972.086,1280.48,1222.88,753.129,1393.74,547.11,3713.38,1626.22,1266.82,992.799,912.488,1254.37,1288.48,772.716,913.994,869.552,2194.99,1421.61,1388.76,1023.12,692.512,1486.73,730.853,1095.84,1242.26,1296.69,1069.72,2671.14,175.975,661.432,2715.58,1316.98,1488.77,989.155,744.293,1877.78,416.14,1168.4,1276.58,1188.21,749.61,936.626,1278.2,1432.13,952.707,1549.2,1598.78,1082.74,844.975,1131.94,1863.41,1111.75,1299.83,322.46,1090.69,1107.34,425.51,847.119,1234.19,853.374,1691.85,1395.03,722.623,1112.27,739.369,497.869,732.863,643.627,456.391,1449.48,2814.5,1112.4,564.122,912.055
2159.618896,3158.75,1260.4,488.333,927.718,1244.82,1086.6,1207.58,1205.53,1757.2,1145.79,1884.93,2643.68,2449.48,2756.47,1905.41,1758.5,675.061,766.871,562.646,947.457,1327.52,1297.15,736.945,1265.8,597.049,3798.86,1650.69,1314.61,1146.24,770.093,1253.03,1342.52,939.988,1085.8,819.872,2131.04,1408.27,1458.23,1107.33,743.006,1580.99,707.773,1275.38,1233.98,1125.79,974.215,2365.75,171.607,639.196,2622.15,1434.14,1894.48,1039.01,716.282,1728.3,398.963,1068.88,1344.69,1128.8,833.589,975.123,1361.91,1386.63,923.049,1589.44,1635.35,1128.08,803.018,1156.7,1719.25,940.114,1332.4,335.718,1299.05,1284.44,461.924,866.413,1234.03,854.191,1756.46,1481.67,671.489,912.967,801.975,489.017,816.91,624.419,426.804,1448.86,2592.77,1315.74,663.795,1010.57
2879.620117,3221.47,1175.51,612.828,918.143,1247.4,986.92,1167.4,1221.52,1536.34,1123.42,1805.15,2589.16,2412.58,2594.21,2047.7,1622.62,732.393,722.426,557.482,911.241,1249.05,1235.43,691.787,1237.87,565.583,3531.53,1476.76,1271.08,1115.96,657.031,1282.41,1427.39,948.479,1248.73,771.433,1970.57,1351.07,1325.41,1056.52,722.846,1436.74,769.294,1343.6,1247.66,1054.66,1175.79,2593.2,193.307,644.17,2431.68,1608.76,1482.95,1092.43,546.418,1748.04,495.018,1123.32,1382.42,1245.97,762.049,981.932,1471.99,1333.15,1004.48,1681.74,1589.37,1162.25,849.239,1228.49,1654.1,887.406,1395.46,497.368,1193.41,1392.56,507.149,832.042,1385.97,779.16,1695.45,1351.58,803.021,953.801,731.211,561.18,703.623,700.723,454.338,1160.67,2516.44,1040.87,634.277,1030.61
3599.629883,3166.04,1141.09,551.787,920.548,1051.74,927.549,992.309,1213.55,1544.1,1057.87,1840.23,2502.88,2247.94,2463.64,1877.31,1713.77,660.707,697.272,579.209,898.944,1159.28,1274.26,773.145,1189.93,559.262,3303.17,1430.27,1201.83,1023.79,627.372,1230.12,1350.2,1016.53,1286.8,792.166,2050.43,1348.44,1327.92,1080.93,716.927,1678.7,888.816,1158.59,1234.17,1050.25,,2512.44,171.617,684.196,2362.57,1727.87,1254.23,1166.93,486.586,1435.28,441.926,1125.09,1328.15,1391.61,820.383,1010.4,1692.05,1385.24,808.659,1511.32,1426.98,1175.98,906.151,1245.51,1518.83,968.339,1244.17,485.273,1673.16,1498.14,520.373,689.118,1473.94,701.498,1499.52,1351.14,744.668,961.529,764.941,544.392,718.435,644.254,432.487,1116.95,2242.16,1206.4,653.197,1057.85
4319.634766,3097.12,1112.89,515.896,947.65,1076.62,856.086,1079.05,1480.49,1422.34,1217.33,2085.86,2784.1,2256.16,2698.83,2023.42,1615.07,775.787,861.309,569.301,973.574,,1190.19,722.142,1104.63,542.442,3188.07,1382.54,1190.21,1027.13,484.104,1231.38,1393.14,1100.8,1292.68,698.756,1965.98,1338.81,1338.82,1053.41,688.482,1592.58,942.068,1178.95,1255.39,1102.94,,2436.96,208.5,616.561,1979.93,1543.07,1530.29,1151.48,465.656,1871.11,543.573,1097.65,1416.89,1504.04,783.195,961.293,1696.31,1412.21,772.729,1350.22,1614.79,1189.59,840.031,1132.61,1562.87,1070.3,1424.19,449.809,2109.04,1498.63,537.273,768.453,1397.28,705.718,1517.49,1356.29,760.485,1066.39,791.775,544.856,730.387,722.071,416.517,1014.61,2152.35,1292.11,696.521,964.538
5039.646973,3220.8,1050.96,491.47,1016.95,1120.04,897.067,1039.21,1609.77,1466.67,1193.89,2142.07,2793.75,2681.42,2761.98,1972.75,1653.67,1074.86,758.567,728.201,1015.78,,1179.54,684.622,1053.54,437.432,3382.71,1361.98,1266.5,939.988,626.253,1226.72,1296.4,1145.86,1242.99,666.423,1998.1,1188.61,1340.02,1061.01,650.177,1661.6,920.544,1329.43,1205.91,1177.14,,1991.08,221.216,678.463,2510.4,1520.77,1393.75,1007.91,517.883,2052.98,680.746,1095.12,1324.36,1486.67,772.129,1052.75,1770.79,1454.77,675.97,1449.68,1662.93,1071.48,808.378,1061.09,1584.34,1078.41,1440.12,473.994,2202.93,1504.12,515.394,668.118,1404.34,670.192,1949,1175.27,794.745,1082.55,870.353,578.923,734.255,745.809,476.248,951.847,2333.64,1196.92,692.226,1044.37
5759.646973,3053.16,1124.42,676.414,1021.51,1109.23,894.411,1077.41,1516.09,1273.13,1333.2,1761.47,2791.28,2503.34,2712.93,1952.27,1575.91,1084.64,681.438,734.08,871.149,,1125.37,698.713,1038.2,452.823,3209.14,1355.91,1219.98,980.184,806.325,1189.61,1431.95,1344.7,1303.57,720.123,1854.44,1061.62,1181.38,1115.55,670.759,1587.55,965.628,1466.07,1098.54,1145.44,,2208.39,217.074,666.232,2280.5,1447.83,1587.66,990.173,502.932,2246.64,614.39,1046.07,1397.41,1480.67,771.549,1076.46,1673.97,1554.52,699.61,1628.24,1704.29,1056.41,783.238,1044.82,1399.92,1218.73,1351.59,384.681,1873.11,1460.76,490.117,690.751,1282.99,669.751,1810.42,1240.35,747.592,962.093,774.32,478.693,812.259,771.606,527.449,835.741,2038.85,890.875,672.521,838.424
6479.649902,2975.03,1212.9,646.835,950.208,1065.16,938.154,1098.23,1616.02,1459.32,1164.76,1962.99,2855.36,2601.93,2531.77,1878.05,1689.8,921.503,733.362,846.242,890.055,,1265.99,711.946,1160.14,458.098,3315.42,1341.87,1229.6,971.305,693.178,1197.94,1618.62,1477.67,1451.43,795.37,1802.35,1263.1,1265.37,1071.4,742.055,1499.83,878.922,1505.69,1134.75,1195.57,,2197.28,204.556,703.134,2359.8,1523.71,1687.01,958.75,464.579,2184.29,611.367,1164.18,1353.25,1404.47,590.515,1114.38,1679.11,1586.68,693.916,1609.42,1851.82,1141.61,807.798,1176.53,1322.64,1100.89,1204.6,442.466,1803.48,1425.76,557.924,647.77,1295.08,739.525,1810.43,1246.16,864.519,979.807,815.604,540.654,852.03,777.47,526.163,1029.75,2093.23,1165.15,662.188,817.764
